StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
RJ005,2017-09-06,26.72,119.22,4.96,28.13,,17.73,0.23,9.36,19.97,,,,110.0,Moderate
DL015,2019-12-19,334.84,477.71,101.38,180.07,178.42,63.87,2.0,6.91,8.61,,22.18,,394.0,Very Poor
KA009,2018-06-09,14.77,,,,7.19,,0.61,,,,0.61,,53.0,Satisfactory
KA003,2018-11-06,29.39,,8.71,19.13,27.84,,0.86,6.71,12.71,0.79,1.7,,62.0,Satisfactory
DL019,2015-04-11,81.02,156.79,57.19,75.97,152.58,50.85,4.35,25.91,52.89,5.02,12.15,,288.0,Poor
DL038,2019-11-28,43.17,118.58,25.76,35.88,40.09,35.8,1.44,9.41,8.79,0.36,5.31,,136.0,Moderate
DL030,2019-02-12,158.16,251.02,9.13,72.67,38.28,,2.11,,23.21,30.4,11.32,14.23,312.0,Very Poor
WB010,2020-02-20,49.92,81.81,5.62,23.76,29.38,44.27,0.46,10.2,19.48,,,,104.0,Moderate
MH007,2020-02-29,88.59,237.41,106.18,84.44,190.61,37.06,1.5,13.71,20.89,0.77,,,228.0,Poor
DL007,2019-10-19,83.72,229.2,165.75,149.47,159.54,,1.11,,44.39,,,,197.0,Moderate
DL001,2020-05-07,34.79,84.69,2.49,18.85,12.06,19.95,0.75,14.26,79.53,0.14,0.75,0.17,133.0,Moderate
DL003,2018-09-22,15.92,43.69,2.7,25.97,15.87,21.18,0.53,17.33,21.7,4.6,49.09,,67.0,Satisfactory
DL029,2018-12-05,159.25,323.71,185.62,95.52,201.62,47.11,2.77,10.44,8.84,5.59,51.0,,336.0,Very Poor
DL032,2018-07-16,39.96,77.83,7.56,31.64,22.98,44.53,1.07,10.16,26.74,1.79,38.61,,120.0,Moderate
DL019,2019-04-05,105.55,248.96,35.07,70.47,66.05,27.31,1.4,13.25,27.92,5.05,19.11,1.67,238.0,Poor
DL032,2019-08-17,8.35,19.21,6.71,10.61,17.3,31.92,0.31,2.54,6.02,1.2,3.0,,44.0,Good
AP005,2016-11-13,78.65,120.82,3.86,28.57,16.77,15.63,1.2,8.27,80.0,5.07,8.23,3.74,129.0,Moderate
MH006,2019-10-10,22.7,44.92,3.86,1.48,4.77,6.63,0.5,31.52,10.13,0.21,,,39.0,Good
DL008,2020-06-22,42.05,95.23,6.23,21.7,16.53,7.36,0.44,10.1,84.05,4.37,,,133.0,Moderate
DL004,2018-03-18,65.4,109.05,21.83,16.83,38.66,,1.05,,40.39,,,,125.0,Moderate
JH001,2020-07-01,,102.38,20.9,14.11,,7.38,1.67,10.57,18.23,,,,86.0,Satisfactory
TN001,2016-12-03,27.93,,8.83,29.57,20.21,,1.6,2.29,10.34,0.37,1.16,,69.0,Satisfactory
KA010,2018-12-15,,28.38,3.18,15.43,18.2,,0.55,3.08,,,,,36.0,Good
AP005,2018-05-26,13.25,31.62,4.89,13.2,11.0,10.11,0.3,2.76,21.74,2.98,6.81,1.76,40.0,Good
MH014,2019-12-31,67.47,113.39,6.44,44.74,51.18,10.12,0.53,15.21,82.61,7.64,,,162.0,Moderate
DL018,2019-12-28,299.35,469.65,155.3,71.44,177.65,44.03,2.27,11.64,17.2,11.44,36.06,,441.0,Severe
DL002,2017-11-20,196.25,304.25,72.2,112.91,239.83,51.07,2.0,16.78,17.1,3.83,9.99,,350.0,Very Poor
MH014,2019-08-23,13.17,53.94,14.27,8.9,23.17,2.71,0.34,1.71,11.97,3.03,,,50.0,Good
DL004,2018-04-17,31.3,215.35,,15.72,0.01,,1.38,,114.35,,,,205.0,Poor
TG005,2015-08-04,26.33,,9.12,9.38,18.38,,0.65,8.85,16.03,0.75,3.56,0.01,92.0,Satisfactory
TN004,2018-10-22,71.33,,7.65,12.36,16.01,,0.54,6.26,14.93,0.0,16.4,,119.0,Moderate
DL030,2020-01-04,165.74,274.14,85.82,79.8,164.37,,2.23,,42.22,0.0,0.18,0.05,317.0,Very Poor
DL029,2019-02-11,177.98,336.96,171.11,82.17,184.84,54.61,2.67,17.06,13.25,6.67,51.26,,336.0,Very Poor
KL008,2017-12-15,68.66,88.53,1.95,8.08,5.85,8.01,1.59,5.33,7.55,,,,124.0,Moderate
TN001,2015-10-14,242.35,,46.25,29.01,31.2,,1.29,12.76,25.67,,,,479.0,Severe
MH008,2019-06-26,7.59,31.21,,,,,0.23,9.46,26.1,1.34,,,39.0,Good
DL005,2018-09-12,30.58,90.17,1.76,6.07,4.68,20.89,0.72,8.52,22.77,0.44,7.83,,71.0,Satisfactory
DL019,2016-07-13,36.74,89.78,41.54,26.66,79.57,29.15,0.82,7.33,10.15,2.9,10.47,,102.0,Moderate
KA008,2019-07-14,8.28,49.11,2.21,14.99,9.76,9.34,0.62,3.38,43.36,0.14,0.9,,60.0,Satisfactory
BR010,2020-02-23,79.28,141.53,129.97,33.36,163.86,,1.04,,37.3,0.0,0.0,0.0,165.0,Moderate
TN003,2015-06-19,74.32,,6.56,14.04,17.12,56.56,3.11,14.5,,,,,198.0,Moderate
DL006,2018-02-03,67.66,108.21,12.67,37.48,50.16,,0.97,,21.49,,,,136.0,Moderate
DL032,2018-07-14,45.42,76.29,5.34,22.5,16.34,40.42,0.88,12.02,15.02,1.55,29.01,,81.0,Satisfactory
WB011,2019-06-29,55.15,101.02,6.37,34.31,40.69,11.31,0.41,3.87,31.11,8.08,12.05,,93.0,Satisfactory
RJ006,2019-11-10,107.57,173.32,8.17,23.89,32.06,52.43,0.74,9.66,48.99,0.92,10.47,,254.0,Poor
DL030,2017-11-15,143.45,269.38,30.64,36.42,67.0,,1.44,,25.64,0.0,0.0,0.0,337.0,Very Poor
DL013,2015-01-14,188.83,,7.84,19.21,19.58,39.89,12.07,8.69,,,,,370.0,Very Poor
KA009,2015-09-08,23.16,,7.18,10.33,10.75,37.31,1.35,6.9,,,1.35,,73.0,Satisfactory
UP012,2015-06-02,34.59,,3.26,8.78,6.24,,2.45,19.94,32.39,5.25,4.73,,106.0,Moderate
DL030,2019-09-29,18.02,28.26,6.12,1.66,7.78,,1.28,,33.66,0.01,0.07,0.45,64.0,Satisfactory
DL013,2019-09-20,35.48,,11.02,23.54,21.14,29.76,0.41,8.77,,,,,55.0,Satisfactory
DL004,2019-11-11,244.89,311.55,5.1,18.43,23.54,,1.43,,48.06,,,,365.0,Very Poor
DL017,2018-03-26,53.61,142.45,48.96,22.17,71.12,,2.87,,29.81,0.0,0.0,0.0,126.0,Moderate
KL008,2018-10-07,12.48,24.47,2.82,6.03,5.38,2.9,1.03,3.92,8.3,,,,62.0,Satisfactory
DL006,2018-09-03,76.21,143.68,,,0.0,,0.5,,24.5,,,,100.0,Satisfactory
DL037,2019-02-02,197.52,297.77,6.69,35.58,24.38,35.45,1.12,11.56,16.14,4.72,51.79,,354.0,Very Poor
KL008,2020-05-14,7.03,16.61,3.4,9.14,7.8,6.36,0.7,7.53,28.28,,,,55.0,Satisfactory
TG002,2019-09-20,15.04,33.64,9.64,24.56,20.9,7.32,0.24,1.39,12.68,0.0,0.0,0.0,35.0,Good
DL003,2018-05-27,93.31,368.23,24.23,71.47,58.05,30.9,0.7,6.04,52.87,1.25,1.49,,277.0,Poor
RJ004,2019-10-21,40.08,106.3,18.24,68.3,86.54,83.55,1.39,11.16,48.14,4.94,,,118.0,Moderate
DL033,2019-01-07,106.87,,44.38,81.31,78.74,,0.84,4.39,16.39,2.1,8.91,,218.0,Poor
DL034,2020-06-16,42.92,158.14,7.5,53.32,34.5,9.0,0.63,7.6,81.33,2.57,35.45,,154.0,Moderate
KL008,2019-10-19,14.56,,0.94,3.87,2.21,1.85,0.96,0.95,25.87,,,,61.0,Satisfactory
KL004,2020-04-14,27.88,46.91,84.66,3.74,70.22,3.05,0.98,16.86,1.27,,0.0,,87.0,Satisfactory
TN004,2018-01-04,58.43,,5.92,16.93,11.18,,0.0,4.97,33.95,0.67,4.69,,91.0,Satisfactory
TN003,2019-01-02,67.78,,11.24,13.13,21.95,31.32,1.24,18.93,,,,,224.0,Poor
DL023,2018-03-20,135.43,342.02,16.17,21.26,36.96,59.78,0.86,19.01,48.06,1.22,16.48,,272.0,Poor
DL017,2019-09-14,26.24,53.97,3.57,11.96,15.53,,0.59,,31.61,0.0,0.0,1.24,58.0,Satisfactory
GJ001,2018-11-18,127.46,,108.81,77.65,129.43,,108.81,63.63,48.32,3.97,32.2,6.81,1672.0,Severe
TN003,2020-02-14,62.77,,4.72,26.97,31.65,43.53,1.57,46.12,,,,,129.0,Moderate
BR005,2020-06-19,,25.61,87.28,22.65,10.27,0.01,0.6,1.7,17.93,1.21,15.1,0.0,67.0,Satisfactory
OD001,2019-05-04,,84.88,12.97,15.39,19.69,93.03,2.19,6.54,10.88,0.0,,,109.0,Moderate
TG004,2019-07-10,11.82,28.67,3.3,0.15,1.98,0.1,0.34,3.73,11.82,0.0,0.0,0.0,34.0,Good
KA011,2020-02-08,55.62,129.88,14.56,34.63,29.6,10.29,1.37,2.68,33.98,0.69,2.51,,120.0,Moderate
DL002,2015-06-02,108.49,226.02,66.44,103.81,189.22,39.42,1.01,9.69,43.48,1.18,5.42,,232.0,Poor
UP012,2016-06-19,504.79,,8.07,39.12,6.24,,1.17,4.2,21.71,0.27,1.13,,540.0,Severe
MH010,2019-10-05,25.94,55.84,7.81,4.51,12.32,49.59,3.99,5.41,14.17,0.18,,,157.0,Moderate
TG003,2017-03-29,48.94,120.18,7.79,21.81,17.24,,0.74,9.54,67.68,0.3,3.2,0.8,137.0,Moderate
DL012,2018-11-23,159.48,337.38,98.33,40.72,139.07,,0.28,,23.9,,,,307.0,Very Poor
DL002,2019-03-19,159.77,297.26,142.45,104.52,172.75,38.08,1.74,19.92,12.05,4.41,35.06,,290.0,Poor
TN005,2020-05-05,30.56,33.81,0.95,44.39,45.32,,1.48,6.07,22.73,0.0,0.02,,78.0,Satisfactory
RJ005,2019-01-14,68.23,124.9,10.48,46.87,32.49,30.21,0.76,31.74,30.1,0.8,2.13,,186.0,Moderate
DL032,2018-06-23,87.11,308.6,4.07,20.83,22.94,63.55,0.76,8.92,61.8,2.42,9.08,,236.0,Poor
UP016,2018-03-24,111.82,,14.32,37.48,31.17,30.23,0.63,4.32,,,,,298.0,Poor
MH011,2020-03-31,24.54,87.65,6.88,15.89,22.77,11.82,0.36,4.28,32.04,5.6,,,90.0,Satisfactory
DL008,2018-07-25,23.63,78.26,3.04,26.38,12.04,1.64,0.12,6.36,8.66,0.35,,,90.0,Satisfactory
DL014,2019-02-16,119.23,157.55,,,0.0,,0.74,,11.58,,,,315.0,Very Poor
DL027,2020-03-31,19.07,64.34,2.0,5.59,7.6,152.54,0.41,8.04,29.26,0.15,1.06,,,
DL010,2018-08-17,37.02,134.8,17.7,26.17,28.35,30.27,1.5,7.49,27.56,1.4,28.52,,131.0,Moderate
BR007,2019-08-11,36.64,,23.31,69.91,32.25,,2.14,46.88,52.47,1.19,7.49,4.95,116.0,Moderate
UP012,2020-06-18,24.21,,5.5,16.7,13.14,,1.25,3.95,75.94,1.33,1.93,,85.0,Satisfactory
KA003,2015-03-22,47.38,,,,,,2.76,2.4,71.85,14.97,162.69,,120.0,Moderate
DL007,2020-05-02,33.23,93.25,0.82,8.86,9.69,,0.27,,14.06,,,,101.0,Moderate
OD002,2019-10-17,22.01,54.65,22.3,8.37,30.67,7.34,1.04,27.53,11.19,0.0,,,63.0,Satisfactory
KA010,2017-12-19,,52.92,6.61,24.91,18.39,,0.51,1.15,,,,,58.0,Satisfactory
DL021,2018-02-19,164.39,,30.98,28.43,39.9,,0.71,14.27,26.1,3.41,6.85,,331.0,Very Poor
RJ006,2017-11-10,115.85,240.2,58.96,88.6,147.56,89.19,1.32,5.8,81.79,7.72,35.34,,274.0,Poor
MH011,2020-03-13,29.5,137.1,13.43,48.6,62.03,8.23,0.28,6.01,35.44,6.73,,,106.0,Moderate
DL012,2020-06-03,41.62,104.35,15.55,1.0,12.06,,0.91,,29.94,,,,94.0,Satisfactory
DL031,2019-04-23,46.88,278.52,140.26,89.14,161.75,31.14,2.34,12.52,39.04,,,,224.0,Poor
UP012,2016-10-05,58.4,,9.77,36.97,6.24,,1.4,4.19,22.51,0.4,0.04,,104.0,Moderate
GJ001,2015-06-11,36.98,,8.21,11.52,19.74,,8.21,0.52,5.17,3.63,8.16,1.33,215.0,Poor
TG005,2015-03-30,,,9.7,13.84,23.54,,0.71,8.49,24.06,0.37,4.01,0.82,,
TN001,2015-03-14,,,12.52,10.29,17.06,,1.54,10.83,27.51,,,,,
DL031,2020-03-01,36.84,91.2,22.67,29.3,34.07,12.6,0.76,11.31,64.36,,,,85.0,Satisfactory
DL015,2019-02-15,145.92,231.38,18.64,49.29,41.46,58.75,1.77,15.02,18.43,5.78,34.77,,306.0,Very Poor
RJ004,2018-11-22,45.07,129.23,7.47,27.76,35.23,7.84,1.18,15.59,92.4,0.75,,,142.0,Moderate
TG001,2019-11-08,71.7,125.72,1.52,29.28,16.55,25.93,0.56,12.98,39.72,0.0,0.0,0.0,126.0,Moderate
MH014,2019-06-24,17.28,86.73,8.68,8.56,17.25,7.94,0.32,1.46,10.52,1.9,,,97.0,Satisfactory
UP014,2020-05-31,35.99,,18.02,2.86,9.65,,1.1,3.44,4.64,0.0,0.0,,69.0,Satisfactory
AP001,2020-03-12,12.73,24.73,2.25,5.62,4.83,10.53,0.49,17.37,25.1,0.01,0.26,,38.0,Good
RJ005,2019-08-25,41.45,58.3,4.04,13.22,10.14,22.78,0.53,9.53,34.17,0.22,2.61,,71.0,Satisfactory
KA009,2020-04-19,35.54,,2.18,5.44,7.57,12.29,0.87,2.68,,,,,64.0,Satisfactory
DL010,2018-12-23,172.24,584.7,121.03,59.25,130.31,59.37,3.96,20.32,23.76,8.71,72.72,,549.0,Severe
TG003,2017-07-30,17.14,56.44,5.81,6.11,7.97,,0.34,6.66,20.21,0.06,3.39,0.36,53.0,Satisfactory
DL030,2018-06-02,32.27,92.15,23.44,5.97,29.4,,0.54,,40.43,0.0,0.0,0.0,132.0,Moderate
DL037,2020-04-11,81.95,143.75,5.96,32.47,22.12,21.25,1.79,40.52,42.13,6.31,18.49,,158.0,Moderate
RJ006,2019-10-25,86.27,167.1,5.85,36.13,41.98,85.3,0.92,14.16,46.27,1.13,6.13,,162.0,Moderate
KA005,2017-01-29,,59.96,10.07,45.7,,,1.16,7.19,,,,,72.0,Satisfactory
DL032,2019-09-15,37.84,69.69,4.68,4.65,9.33,2.16,0.78,3.4,16.83,1.12,5.78,,72.0,Satisfactory
UP016,2020-03-12,74.68,,3.44,32.63,20.11,16.04,1.01,2.9,,,,,141.0,Moderate
KA010,2019-10-21,,53.32,4.21,7.02,11.21,,0.35,7.92,,,,,45.0,Good
MH009,2020-01-03,104.17,198.49,7.13,55.71,62.84,19.04,0.55,5.15,73.57,10.74,,,256.0,Poor
DL025,2017-11-13,310.99,501.13,12.12,43.44,55.55,,1.46,,78.5,0.91,1.47,0.32,560.0,Severe
DL037,2018-12-29,269.9,435.52,75.79,57.86,92.53,48.82,2.67,14.92,20.62,4.47,42.71,,415.0,Severe
TN003,2019-07-26,41.94,,11.3,18.1,27.93,38.81,1.28,8.0,,,,,93.0,Satisfactory
DL022,2018-04-12,39.71,108.04,2.23,23.13,27.11,21.86,0.46,4.46,68.57,0.65,0.73,,140.0,Moderate
KA003,2015-06-07,10.07,,0.69,10.72,3.09,,38.01,0.7,19.63,2.71,0.66,,46.0,Good
DL021,2019-11-05,139.96,,22.47,35.59,36.91,,1.2,35.41,27.14,3.25,10.92,,342.0,Very Poor
DL013,2017-12-18,85.92,,20.68,57.68,0.0,63.81,0.0,9.98,,,,,170.0,Moderate
PB001,2020-02-25,58.55,134.7,19.04,13.05,29.17,12.23,0.76,9.63,32.13,1.8,1.93,2.0,121.0,Moderate
DL007,2020-01-29,80.42,180.76,87.72,59.1,145.11,,0.81,,13.42,,,,211.0,Poor
KA004,2020-03-16,22.07,56.36,4.72,18.03,13.43,8.68,0.42,9.71,51.22,1.08,18.98,,107.0,Moderate
WB010,2020-01-12,85.3,146.97,58.03,42.2,100.23,26.33,1.05,8.46,7.79,104.69,108.94,1.41,196.0,Moderate
DL008,2019-03-13,80.7,222.79,17.87,52.32,29.19,20.96,0.78,7.26,36.65,3.74,,,152.0,Moderate
DL037,2019-11-19,158.46,238.82,14.21,18.41,21.38,31.07,2.01,14.49,27.85,8.63,40.99,,289.0,Poor
DL034,2019-12-31,261.34,378.6,47.51,56.26,67.67,32.65,2.13,12.13,17.25,9.13,43.39,,438.0,Severe
TN001,2019-08-01,28.49,,7.38,14.15,21.53,,0.74,4.86,31.29,0.05,0.31,,77.0,Satisfactory
PB001,2018-06-01,99.15,331.54,0.4,8.55,8.62,1.51,1.56,6.51,23.58,0.75,2.62,4.6,254.0,Poor
MH005,2019-08-09,17.8,55.31,21.32,15.33,36.65,,2.22,8.26,8.59,0.16,,,104.0,Moderate
KL007,2020-06-26,13.18,39.89,5.76,11.77,17.53,5.76,0.32,2.98,25.49,,,,50.0,Good
OD002,2019-01-02,164.15,379.95,7.82,6.14,13.42,6.0,4.74,36.42,10.82,,,,304.0,Very Poor
DL036,2020-04-09,26.48,49.46,0.64,3.96,2.6,24.62,0.38,5.8,74.84,0.86,27.6,,115.0,Moderate
TG005,2018-06-01,43.32,,1.95,39.27,22.48,,0.66,4.5,52.73,0.15,3.78,0.11,94.0,Satisfactory
MH011,2020-01-21,116.54,330.24,188.23,98.47,247.5,27.3,2.21,15.73,32.82,20.09,,,275.0,Poor
TN003,2018-02-24,66.68,,10.7,19.87,15.76,112.82,0.59,14.64,,,,,118.0,Moderate
DL033,2018-08-25,52.74,,8.64,30.9,23.34,,0.38,7.19,,0.94,5.16,,121.0,Moderate
TG001,2019-09-16,42.6,106.33,6.79,22.95,17.67,27.44,0.52,46.48,22.0,0.07,2.6,0.03,96.0,Satisfactory
DL022,2018-06-08,55.89,255.48,0.76,18.07,18.42,51.96,1.13,3.94,84.08,0.11,0.74,,196.0,Moderate
TN004,2015-08-01,69.63,,2.96,25.9,21.23,,1.92,14.37,25.22,,0.99,,166.0,Moderate
DL011,2018-12-19,,,37.38,109.38,,,,10.4,34.47,8.08,83.96,,,
KA003,2016-11-27,57.36,,0.73,24.2,,,1.7,0.9,35.33,8.44,4.17,,96.0,Satisfactory
RJ006,2019-08-01,21.38,51.98,7.19,11.71,18.9,47.01,0.39,7.05,27.77,0.22,3.7,,57.0,Satisfactory
UP014,2019-06-29,93.21,,11.23,37.22,28.78,,1.06,5.68,51.0,3.31,23.31,,183.0,Moderate
MH005,2018-07-16,15.67,77.37,10.53,16.43,26.96,,1.17,11.43,30.01,0.46,,,69.0,Satisfactory
DL009,2019-12-24,296.75,429.27,31.42,54.42,54.51,18.05,1.82,10.32,3.78,6.99,45.75,,396.0,Very Poor
TG005,2019-03-02,34.43,,2.04,19.68,12.12,,0.36,3.97,21.29,1.61,3.36,0.1,69.0,Satisfactory
TN005,2020-02-10,36.0,45.45,0.4,30.57,30.97,,0.19,9.32,50.77,0.0,0.0,,64.0,Satisfactory
AS001,2020-06-07,18.92,30.78,1.51,6.8,4.44,1.22,0.41,15.65,22.93,0.0,,,30.0,Good
DL028,2015-08-13,71.75,71.75,52.33,79.06,266.21,40.31,1.19,,165.13,0.57,5.02,,283.0,Poor
DL030,2018-08-14,31.0,73.95,27.53,34.73,62.26,,0.24,,36.82,0.12,2.13,0.47,80.0,Satisfactory
DL002,2018-04-12,61.32,272.75,67.2,109.51,69.52,18.88,1.67,7.71,36.42,5.29,2.92,,150.0,Moderate
DL037,2020-04-16,98.36,233.56,5.95,41.49,26.91,31.65,1.86,44.07,44.78,5.84,32.33,,210.0,Poor
DL010,2019-04-05,132.24,,96.78,73.77,118.16,40.59,2.82,41.14,51.31,7.53,87.82,,290.0,Poor
TN001,2019-03-10,15.05,,3.03,8.46,5.83,,0.49,5.05,13.72,0.0,0.12,,56.0,Satisfactory
TG004,2016-09-14,23.25,46.02,10.27,42.44,28.29,12.34,0.26,12.68,21.14,0.13,1.9,14.61,55.0,Satisfactory
DL002,2017-05-12,207.36,675.87,77.39,89.11,163.66,48.66,2.64,82.34,105.62,0.77,9.17,,538.0,Severe
DL025,2018-09-03,53.76,73.42,37.67,26.59,31.68,,0.0,,23.34,0.01,0.0,0.01,78.0,Satisfactory
DL035,2019-11-28,39.08,64.31,5.35,27.19,18.83,40.3,0.99,7.56,33.43,9.39,,,134.0,Moderate
TN004,2018-05-30,53.74,,13.01,16.87,17.02,,0.72,5.61,43.58,0.25,2.61,,100.0,Satisfactory
PB001,2017-10-19,139.16,291.88,18.64,37.98,55.06,51.89,0.69,5.22,17.49,3.4,4.45,13.24,,
DL003,2018-12-23,575.67,667.62,19.92,10.65,21.91,46.08,4.73,16.8,48.28,26.92,107.89,,651.0,Severe
DL004,2020-06-27,30.04,140.01,8.17,19.37,27.54,,0.02,,17.84,,,,104.0,Moderate
DL035,2018-10-13,164.54,284.75,27.86,36.3,42.02,29.11,2.96,13.17,39.57,4.78,,,295.0,Poor
KA010,2019-05-18,,75.0,3.53,9.72,13.2,,0.78,0.84,,,,,89.0,Satisfactory
BR007,2016-03-14,61.64,,30.29,50.84,64.61,,1.49,6.66,11.69,0.21,0.86,0.52,170.0,Moderate
UP013,2020-01-02,123.99,,5.62,45.61,28.79,,,14.65,18.87,5.99,10.3,,254.0,Poor
DL028,2019-10-08,39.46,39.46,2.49,33.99,20.1,30.41,1.42,13.24,116.07,6.12,26.15,,210.0,Poor
DL036,2018-10-30,213.17,312.24,71.1,40.69,79.61,22.27,2.64,15.47,46.67,14.22,107.45,,367.0,Very Poor
UP012,2017-12-23,108.97,,49.48,55.14,69.29,,3.35,4.39,30.18,2.08,1.1,,265.0,Poor
BR007,2019-07-09,25.31,,23.9,59.3,29.84,,1.38,40.71,54.37,1.17,7.24,5.41,101.0,Moderate
TN001,2019-02-25,132.06,,2.69,11.77,14.46,,1.1,4.85,19.72,0.1,0.0,,106.0,Moderate
TN001,2020-03-26,32.4,,9.97,19.16,29.11,,0.46,2.13,10.91,0.0,0.0,,47.0,Good
GJ001,2015-04-19,126.04,,6.99,20.18,26.78,,6.99,79.56,28.71,0.2,0.0,6.4,321.0,Very Poor
KA004,2018-07-24,20.16,53.89,13.53,16.41,19.72,12.39,0.84,9.29,5.9,0.1,0.69,,67.0,Satisfactory
HR011,2019-08-01,38.12,68.35,3.66,7.45,10.71,,0.69,,28.71,,,,70.0,Satisfactory
DL005,2018-07-21,55.18,84.28,3.26,16.14,11.25,47.0,1.08,16.2,17.77,1.97,38.79,,98.0,Satisfactory
DL004,2018-12-15,85.16,145.07,65.3,11.8,77.1,,2.45,,37.68,,,,152.0,Moderate
KA002,2020-04-13,22.45,,3.52,20.19,23.11,,0.79,5.85,50.35,0.0,0.0,,60.0,Satisfactory
UP012,2017-05-27,65.4,,5.64,7.83,6.24,,1.6,4.69,60.87,0.54,0.51,,200.0,Moderate
DL028,2018-02-05,172.08,172.08,37.14,103.6,131.9,47.68,1.15,22.25,307.12,1.33,3.72,,347.0,Very Poor
DL007,2018-02-26,97.68,151.52,18.61,28.68,47.29,,1.63,,21.21,0.0,0.0,0.0,185.0,Moderate
DL012,2018-07-07,47.96,135.31,8.42,15.71,24.12,,1.4,,40.17,,,,124.0,Moderate
OD002,2020-04-08,32.06,61.03,18.65,4.27,5.34,13.72,2.18,,50.78,0.0,,,111.0,Moderate
DL030,2019-09-13,24.75,53.12,4.75,11.92,16.67,,0.5,,20.6,0.0,0.0,0.0,67.0,Satisfactory
DL017,2018-09-30,52.13,116.86,22.48,11.41,33.55,,0.67,,28.86,0.01,0.57,0.09,131.0,Moderate
MH008,2020-02-22,66.69,139.4,7.23,45.15,52.38,8.94,0.65,22.39,79.93,2.96,,,124.0,Moderate
UP014,2017-12-06,231.37,,9.21,48.8,35.84,,1.41,12.35,43.2,0.74,8.46,,363.0,Very Poor
HR014,2018-12-01,80.17,,59.14,23.06,50.8,,1.05,12.73,31.93,0.0,0.0,,182.0,Moderate
DL002,2016-01-11,403.6,660.12,190.93,123.63,296.74,110.92,2.95,22.35,43.46,1.67,5.04,,552.0,Severe
UP013,2019-09-11,41.75,,2.62,12.03,8.53,,0.21,6.06,46.21,4.68,7.24,,69.0,Satisfactory
TN001,2015-09-18,39.76,,8.79,10.14,15.09,,1.14,9.62,23.25,,,,64.0,Satisfactory
DL029,2019-11-22,183.66,308.27,149.55,96.45,172.76,54.23,2.99,17.39,18.07,13.4,71.36,,350.0,Very Poor
DL013,2018-02-04,69.72,,12.77,46.29,34.84,72.66,0.88,10.02,,,,,139.0,Moderate
DL035,2019-02-09,77.17,148.42,9.95,41.06,29.95,29.62,0.55,9.23,31.4,2.14,,,139.0,Moderate
DL025,2018-01-18,333.37,584.15,23.64,13.17,36.81,,0.0,,58.33,1.77,5.14,0.21,517.0,Severe
UP014,2020-06-22,30.26,,10.7,8.09,12.86,,1.1,3.79,46.04,23.58,12.9,,56.0,Satisfactory
AS001,2019-12-02,66.64,108.71,18.3,8.41,39.08,10.35,0.64,10.75,17.99,1.33,,,102.0,Moderate
DL007,2019-05-24,49.03,147.88,33.17,42.87,76.04,,1.97,,27.44,0.0,0.0,0.0,150.0,Moderate
TG005,2016-05-14,47.76,,4.22,17.71,21.93,,0.92,4.08,51.38,0.18,1.38,0.2,128.0,Moderate
MH011,2020-01-29,30.05,117.05,7.99,52.62,60.61,12.24,0.36,2.26,31.08,6.87,,,104.0,Moderate
WB013,2019-10-17,58.75,90.75,51.96,60.08,112.02,6.69,1.67,4.03,15.98,5.0,6.55,,110.0,Moderate
TG004,2019-07-12,13.66,35.73,3.32,0.16,2.0,0.1,0.39,3.58,9.31,0.0,0.0,0.0,41.0,Good
PB001,2019-12-13,24.95,35.96,12.59,14.74,22.04,6.11,0.77,4.81,16.97,1.6,1.8,1.98,43.0,Good
PB001,2018-06-07,53.32,146.53,13.48,17.23,27.03,3.12,2.81,4.73,46.78,0.64,2.46,4.37,,
OD001,2020-04-28,36.72,84.46,,,0.0,,0.33,4.62,,0.07,,,75.0,Satisfactory
DL018,2020-01-09,94.19,136.2,12.7,46.77,35.21,37.65,0.6,9.5,9.01,3.8,15.98,,263.0,Poor
DL021,2015-11-14,102.57,,10.74,24.33,22.07,,1.79,14.59,13.59,0.87,2.52,,299.0,Poor
KL008,2020-01-28,38.14,80.21,8.58,22.43,18.86,11.06,0.97,8.24,53.45,,,,77.0,Satisfactory
MH006,2019-09-17,5.49,20.72,6.26,1.57,7.68,3.11,0.32,14.58,7.0,0.04,,,21.0,Good
TN004,2019-10-27,152.86,,22.95,19.52,42.48,,1.58,13.7,20.4,0.0,10.58,,301.0,Very Poor
DL002,2016-08-08,47.31,153.22,23.27,35.18,63.12,32.95,1.66,11.9,,3.4,43.87,,122.0,Moderate
KA004,2018-07-31,25.1,67.15,12.6,16.49,19.01,11.3,0.82,10.31,5.5,0.1,0.58,,77.0,Satisfactory
RJ005,2018-04-26,69.75,153.98,1.72,56.87,31.07,39.73,1.17,19.41,31.25,0.0,0.0,,132.0,Moderate
KA003,2017-02-09,28.62,,1.64,11.9,,,,2.31,12.28,3.56,5.01,,63.0,Satisfactory
MH008,2019-08-25,9.67,31.98,1.42,4.47,5.88,4.73,0.47,,,,,,34.0,Good
AP001,2019-01-29,54.24,87.78,5.5,56.1,34.39,17.76,0.98,27.99,25.38,0.04,0.05,0.1,96.0,Satisfactory
KA005,2016-10-02,,102.73,14.91,30.02,,,1.0,4.77,,,,,104.0,Moderate
DL018,2018-10-16,147.0,373.77,242.42,99.06,251.15,31.88,3.53,15.43,41.24,8.82,77.34,,316.0,Very Poor
